id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18970683,Bushwick Cozy Room,131476075,Lakisha,Brooklyn,Bushwick,40.68756,-73.91326,Private Room,0.14970059880239522,0.0,0.0492845786963434,2019-07-01,1.24,8,179
18971860,Modern Oasis Bedroom In East Williamsburg,4189991,Mandi,Brooklyn,Williamsburg,40.70821,-73.94274,Private Room,0.17964071856287425,0.1,0.0,2019-06-23,0.72,1,0
18971993,Sunny Bedroom Steps To Subway & Central Park,128237188,Mante,Manhattan,East Harlem,40.79631,-73.94348,Private Room,0.23652694610778444,0.20000000000000004,0.10492845786963435,2019-06-25,2.67,1,263
18972792,3 Bedroom Prewar Park Slope Apt - Great 4 Families,59799262,Max,Brooklyn,Gowanus,40.66724,-73.99328,Entire Home/Apt,0.44910179640718567,0.5000000000000001,0.003179650238473768,2017-07-30,0.08,1,0
18975097,Quiet And Hip Astoria House (15 Min. To Manhattan),17079377,Joseph,Queens,Ditmars Steinway,40.77655,-73.91304,Private Room,0.14970059880239522,0.0,0.01907790143084261,2019-05-21,0.63,1,0
18976585,"Sunny Room, 2 Mins To Subway & 15Mins To Manhattan",27131793,James,Queens,Jackson Heights,40.74712,-73.89329,Private Room,0.1377245508982036,0.0,0.030206677265500796,2017-09-09,0.75,1,0
18976933,A Very Cozy Apartment In Williamsburg.,111308649,Aiana,Brooklyn,Williamsburg,40.71445,-73.94593,Private Room,0.19461077844311378,0.20000000000000004,0.003179650238473768,2018-04-26,0.13,1,0
18979087,Simple And Clean Bedroom With Good View And Light,70074907,Emily,Manhattan,Roosevelt Island,40.76873,-73.94397,Private Room,0.15269461077844312,0.0,0.003179650238473768,2017-06-16,0.08,2,0
18979981,"Spacious Studio In The West Village, Nyc",4365106,Neelu,Manhattan,West Village,40.73179,-74.00106,Entire Home/Apt,0.5269461077844312,0.20000000000000004,0.020667726550079493,2019-05-26,0.6,1,64
18984088,Large Clean Safe Private Bedroom By Lehman College,2511668,David,Bronx,Kingsbridge,40.87271,-73.89972,Private Room,0.17964071856287425,0.20000000000000004,0.030206677265500796,2019-07-02,0.75,1,81
18985595,"Brooklyn Nook
Your Home Away From Home",132435618,Ayinde,Brooklyn,East New York,40.67061,-73.88004,Entire Home/Apt,0.2844311377245509,0.1,0.14467408585055644,2019-06-23,3.63,1,60
18988028,Peaceful Home To Come On Budget.,131211034,Monica A,Bronx,University Heights,40.85484,-73.90646,Private Room,0.17964071856287425,0.0,0.001589825119236884,2017-11-25,0.05,1,0
18989137,Boerum Hill Beauty,132464510,Christine,Brooklyn,Boerum Hill,40.68508,-73.98413,Private Room,0.37425149700598803,0.0,0.012718600953895072,2018-10-07,0.32,1,156
18992110,Charming Nolita Apartment,12420115,Constanze,Manhattan,Lower East Side,40.7197,-73.99331,Entire Home/Apt,0.5089820359281437,0.0,0.025437201907790145,2019-02-18,0.63,1,0
18992796,Room 10,74633496,Justine,Bronx,University Heights,40.85624,-73.90946,Private Room,0.11976047904191617,0.20000000000000004,0.041335453100158986,2019-06-16,1.03,5,365
18993091,Brooklyn Spacious Hip + Cosy Room In 2 Bedroom,132485225,Kate + Max,Brooklyn,Bensonhurst,40.61767,-73.99176,Private Room,0.125748502994012,0.7000000000000001,0.041335453100158986,2019-06-06,1.04,1,43
18993379,Home &Garden: Lots Local+Fast 2 Manhattan/Brooklyn,132266502,Sharlene,Staten Island,Westerleigh,40.61357,-74.13566,Entire Home/Apt,0.3083832335329342,0.20000000000000004,0.001589825119236884,2018-07-29,0.09,1,189
18993398,Gorgeous Comfy Apartment,132484183,Philip,Queens,Jamaica,40.69256,-73.79988,Entire Home/Apt,0.4940119760479042,0.20000000000000004,0.08426073131955486,2019-07-06,2.14,1,153
18994394,Quiet Room With A View In South Slope,6825747,Phaedra,Brooklyn,Sunset Park,40.66134,-73.99619,Entire Home/Apt,0.38323353293413176,0.4,0.009538950715421305,2019-07-01,0.25,1,0
18994641,"Rockaway Chic Houseboat Escape, Serene & Airy!",3339820,Natasha,Queens,Arverne,40.59486,-73.78856,Entire Home/Apt,0.7485029940119761,0.1,0.015898251192368842,2019-06-23,0.4,1,166
18994965,Thee Bohemian Bnb Astoria,132486597,Matt,Queens,Astoria,40.77126,-73.92088,Private Room,0.17964071856287425,0.0,0.08585055643879173,2019-06-16,2.21,1,73
18996087,Ideal Williamsburg Apartment,58108232,Caitlin,Brooklyn,Williamsburg,40.71358,-73.96519,Entire Home/Apt,0.3263473053892216,0.1,0.0,2019-06-23,0.72,1,0
18996283,Midtown Ny,48590699,Isabelle,Manhattan,Midtown,40.75169,-73.97116,Private Room,0.29940119760479045,0.0,0.012718600953895072,2017-07-24,0.32,1,0
18997283,Modern Room In Prospect Heights,13237695,George,Brooklyn,Prospect Heights,40.67396,-73.96427,Private Room,0.25449101796407186,0.20000000000000004,0.004769475357710652,2018-01-15,0.13,1,189
18997371,Cozy Getaway,90104417,Sueann,Staten Island,Tottenville,40.50873,-74.23914,Entire Home/Apt,0.25449101796407186,0.1,0.07790143084260732,2019-07-01,2.08,2,159
18997373,"Brooklyn 3 Bdr Townhouse: Style, Comfort, Location",92987625,Jake,Brooklyn,Clinton Hill,40.68277,-73.95886,Entire Home/Apt,0.6736526946107785,0.20000000000000004,0.0,2019-06-23,0.72,1,0
18997559,Heart Of Brooklyn,56076854,Miranda,Brooklyn,Bushwick,40.6949,-73.9116,Private Room,0.19461077844311378,0.4,0.031796502384737683,2019-04-21,0.78,2,365
18997907,Sunny And Spacious Room In East Williamsburg!,49270426,Elena,Brooklyn,Williamsburg,40.70445,-73.94359,Private Room,0.16467065868263475,0.5000000000000001,0.001589825119236884,2018-04-25,0.07,1,0
18998283,Greenpoint Room,19603674,Sneh,Brooklyn,Greenpoint,40.72506,-73.93802,Entire Home/Apt,0.17664670658682635,0.20000000000000004,0.0,2019-06-23,0.72,1,0
18998595,Park Slope Garden Oasis,64453478,Karli,Brooklyn,South Slope,40.66615,-73.98712,Entire Home/Apt,0.6736526946107785,0.1,0.12400635930047696,2019-06-09,3.18,1,80
18999045,Modern 1 Bedroom In Boerum Hill,21772730,Suhail,Brooklyn,Gowanus,40.68318,-73.98578,Entire Home/Apt,0.5988023952095809,0.4,0.0,2019-06-23,0.72,1,0
18999626,World Pride Dream Stay,35323444,Frankie And J,Manhattan,Hell'S Kitchen,40.76199,-73.98758,Private Room,0.5988023952095809,0.20000000000000004,0.001589825119236884,2019-06-10,1.0,1,8
18999839,Spacious Private Room With Private Bathroom,76359133,Fukang,Queens,Fresh Meadows,40.73862,-73.79184,Private Room,0.16467065868263475,0.0,0.1796502384737679,2019-06-30,4.44,3,137
19000161,Super Chill Studio,132559939,Xavier,Brooklyn,Williamsburg,40.71893,-73.96232,Entire Home/Apt,0.5389221556886228,0.1,0.031796502384737683,2019-01-01,1.17,1,0
19007359,Massive Sun-Filled Loft In Prime Williamsburg,21657100,Jourdan,Brooklyn,Williamsburg,40.71706,-73.96423,Entire Home/Apt,0.5538922155688623,0.1,0.057233704292527825,2018-12-31,1.44,1,85
19009220,Bushwick Beaut Available,60494212,Breanna,Brooklyn,Bushwick,40.69481,-73.92244,Private Room,0.14970059880239522,0.20000000000000004,0.001589825119236884,2017-07-31,0.04,1,0
19010266,Jul 16 - Aug 4 16 1-Bed Close To Madison Sq. Park,132629359,Brian,Manhattan,Flatiron District,40.74165,-73.98486,Entire Home/Apt,0.6526946107784432,0.30000000000000004,0.004769475357710652,2017-12-31,0.13,1,9
19010699,Waterfront Studio Apartment 1 Stop To Manhattan!,25346530,Garrett,Queens,Long Island City,40.74285,-73.95597,Entire Home/Apt,0.2964071856287425,0.0,0.004769475357710652,2017-06-16,0.12,1,0
19010965,Amazing Bright Room With Separate Bathroom,27522582,Gabriele,Brooklyn,Bushwick,40.70075,-73.91644,Private Room,0.2095808383233533,0.0,0.0,2019-06-23,0.72,3,0
19011068,Cozy Gem,132635232,Monique,Manhattan,Harlem,40.81451,-73.94478,Private Room,0.2964071856287425,0.1,0.09379968203497616,2019-06-23,2.38,1,362
19011267,East Village Bedroom For Rent,6720525,Robert,Manhattan,East Village,40.72204,-73.97924,Private Room,0.29940119760479045,0.20000000000000004,0.10174880763116058,2019-06-30,2.58,1,224
19011527,Cool Three Bedroom On 111Th Street,5490071,Alex,Manhattan,East Harlem,40.79475,-73.94247,Entire Home/Apt,0.44910179640718567,0.30000000000000004,0.10651828298887123,2019-06-30,2.7,3,242
19011610,Geometric Getaway,19544315,Cal,Manhattan,Washington Heights,40.83318,-73.94081,Private Room,0.10479041916167665,0.0,0.0,2019-06-23,0.72,2,0
19012156,Private Room In Sunny Williamsburg Location,2261706,Dana,Brooklyn,Williamsburg,40.7084,-73.9551,Private Room,0.22455089820359284,0.1,0.004769475357710652,2017-07-24,0.12,1,0
19012181,Hamptons-Esque Brooklyn Condo,132644162,Lindsay,Brooklyn,Prospect-Lefferts Gardens,40.65704,-73.95757,Entire Home/Apt,0.7485029940119761,0.0,0.001589825119236884,2017-06-22,0.04,1,0
19012262,Sunny Spacious 2 Bedroom Condo,132644665,Michelle,Brooklyn,Canarsie,40.62986,-73.90638,Private Room,0.23353293413173654,0.1,0.07154213036565978,2019-06-30,1.78,1,41
19012370,"Parks, Marina And New York Skyline In One Place.",10447807,Ari,Manhattan,Battery Park City,40.71588,-74.01691,Entire Home/Apt,0.7485029940119761,0.30000000000000004,0.0,2019-06-23,0.72,1,0
19013171,Central Manhattan Apt,56909,Peter,Manhattan,Kips Bay,40.74214,-73.98048,Private Room,0.35029940119760483,0.6000000000000001,0.001589825119236884,2018-12-22,0.15,1,332
19013218,Large Private 1 Bedroom Apt In Hell'S Kitchen Area,10903067,Justin,Manhattan,Hell'S Kitchen,40.76619,-73.98987,Entire Home/Apt,0.5359281437125749,0.20000000000000004,0.02702702702702703,2019-05-11,0.67,1,5
19013673,Comfy Queen Size Bed Near Prospect Park!,5944076,Lisanne,Brooklyn,Prospect-Lefferts Gardens,40.65871,-73.95263,Private Room,0.14670658682634732,0.1,0.02384737678855326,2019-06-12,0.59,1,251
19015029,Private Cabin In New-York City (Chelsea Dictrict),117365574,Maria,Manhattan,Chelsea,40.74806,-73.99665,Private Room,0.25449101796407186,0.0,0.12241653418124007,2019-06-20,3.84,5,310
19015421,Private Room In Lower East Side Apartment,17099762,Maddy,Manhattan,Lower East Side,40.7231,-73.9927,Private Room,0.23952095808383234,0.1,0.0,2019-06-23,0.72,1,0
19015637,Furnished Studio On Upper East Side,20287719,Jarid,Manhattan,Upper East Side,40.77138,-73.95353,Entire Home/Apt,0.29940119760479045,0.4,0.0,2019-06-23,0.72,1,0
19015721,Entire Apartment 2 Beds/2Baths With Rooftop !,3309783,Sandra,Manhattan,Harlem,40.80545,-73.95489,Private Room,0.37425149700598803,0.5000000000000001,0.004769475357710652,2017-12-31,0.12,1,0
19017429,Large  Private Room In A Nice Apartment,41171451,Miriam,Manhattan,Harlem,40.82634,-73.95061,Private Room,0.23952095808383234,0.0,0.028616852146263912,2019-01-06,0.75,1,179
19017889,2Bed Williamsburg Loft W Roof Access + City Views,92342,Ashley,Brooklyn,Williamsburg,40.72059,-73.95847,Entire Home/Apt,0.658682634730539,0.20000000000000004,0.06677265500794913,2018-11-04,1.71,1,0
19018157,"Great And Cozy 2 Br In Glendale ,Queens Ny",132698746,Joanna,Queens,Glendale,40.70388,-73.88012,Entire Home/Apt,0.29940119760479045,0.1,0.18600953895071543,2019-06-30,5.33,1,3
19018768,Spacious 2 Beds In The Les W Garden,185745,Alessandra,Manhattan,Lower East Side,40.71284,-73.99066,Entire Home/Apt,0.8982035928143713,0.1,0.0,2019-06-23,0.72,2,0
19018914,Private Bedroom With Balcony In Williamsburg,11540240,Nolwenn,Brooklyn,Williamsburg,40.70866,-73.95003,Private Room,0.11976047904191617,0.6000000000000001,0.001589825119236884,2017-06-24,0.04,1,0
19019325,Huge Room With Private Kitchen- Manhattan -,132711675,Yifat,Manhattan,Murray Hill,40.74736,-73.97838,Private Room,0.17964071856287425,0.9,0.0,2019-06-23,0.72,1,19
19019762,One Bedroom,7813520,Cynthia,Brooklyn,Bushwick,40.6948,-73.92093,Private Room,0.14670658682634732,0.1,0.08744038155802862,2019-06-21,2.15,1,332
19021031,Simple And Clean Bedroom With Good View & Light 2,70074907,Emily,Manhattan,Roosevelt Island,40.7687,-73.94308,Private Room,0.15269461077844312,0.0,0.0,2019-06-23,0.72,2,0
19027786,The Diamond Room,33552302,Ese,Manhattan,East Harlem,40.80244,-73.94409,Private Room,0.37425149700598803,0.0,0.017488076311605726,2019-05-05,0.44,1,341
19028078,Elegant Guest Room A,44547688,Carol,Brooklyn,East New York,40.67249,-73.8782,Private Room,0.15568862275449102,0.0,0.020667726550079493,2019-05-26,0.53,2,365
19030149,"Beautiful, Comfortable Apt. In Convenient Location",182461,Jose,Queens,Ozone Park,40.67488,-73.85568,Entire Home/Apt,0.3293413173652695,0.20000000000000004,0.12877583465818762,2019-06-30,3.33,2,9
19031108,"Cozy Private Room In Astoria, Near Lga And Midtown",132801944,Shampa,Queens,Astoria,40.76877,-73.91237,Private Room,0.11377245508982037,0.30000000000000004,0.030206677265500796,2017-12-22,0.75,2,188
19032635,Bright & Spacious Upper Manhattan Apartment!,49193707,Devyn,Manhattan,Washington Heights,40.84977,-73.93536,Private Room,0.17964071856287425,0.4,0.025437201907790145,2019-05-18,0.65,1,0
19032888,Spacious Room In Huge Sunny Apartment,36651854,Devony,Manhattan,Washington Heights,40.8336,-73.94088,Private Room,0.16467065868263475,0.5000000000000001,0.01907790143084261,2019-06-05,0.47,1,3
19034388,"Gorgeous, Family-Friendly, Nyc Garden Apt!",706623,Emilia,Brooklyn,Bushwick,40.69441,-73.90881,Entire Home/Apt,0.35628742514970063,0.20000000000000004,0.01907790143084261,2019-04-27,0.51,4,50
19035295,Cozy Apartment In Bushwick,93356179,Morgan,Brooklyn,Bushwick,40.70674,-73.9201,Entire Home/Apt,0.36227544910179643,0.4,0.004769475357710652,2017-07-19,0.12,1,0
19035560,Vibrant Brick-Exposed 1Bedroom In The East Village,16026934,Abir,Manhattan,East Village,40.72136,-73.97882,Private Room,0.26646706586826346,0.1,0.022257551669316377,2018-02-19,0.55,1,0
19036088,Private Heart-Of-Williamsburg Bedroom!,6164507,Adam,Brooklyn,Williamsburg,40.71199,-73.96317,Private Room,0.17964071856287425,0.6000000000000001,0.0,2019-06-23,0.72,1,0
19036290,"Private Room And Bath, 1 Block To Train, Wash/Dry",912657,Shawn,Brooklyn,Bedford-Stuyvesant,40.68054,-73.94129,Private Room,0.23952095808383234,0.30000000000000004,0.004769475357710652,2019-01-02,0.12,1,104
19036361,Ms. Dee Cozy Bedroom You Feel Like Home!! Room 2,97794385,Debra,Queens,Jamaica,40.68347,-73.79461,Private Room,0.17964071856287425,0.1,0.06677265500794913,2018-11-04,1.65,2,0
19038815,"1 Block From Subway, Central Location, Great Price",131976173,Mira,Brooklyn,Bedford-Stuyvesant,40.69144,-73.956,Private Room,0.25449101796407186,0.0,0.2813990461049285,2019-06-24,7.05,3,49
19044895,Private Room In 2Br Apartment Near Subway (Train),85526404,Zakir And Shagraf,Queens,Flushing,40.75448,-73.82295,Private Room,0.16467065868263475,0.0,0.05882352941176471,2018-07-25,1.46,1,0
19046687,The Absolute Best Location In Nyc – Priv. Bedroom,14396342,Ben,Queens,Long Island City,40.74286,-73.95417,Private Room,0.18263473053892218,0.1,0.17647058823529413,2019-07-02,4.46,1,109
19047711,Live Like A New Yorker In Bright Les Bedroom!,26410240,Maxime,Manhattan,Lower East Side,40.72083,-73.99205,Private Room,0.2844311377245509,0.5000000000000001,0.003179650238473768,2017-08-04,0.08,1,0
19048034,The Calm Stay- Comfy And Clean Getaway Room,22343983,Mo,Manhattan,Washington Heights,40.85674,-73.93003,Private Room,0.10479041916167665,0.1,0.007949125596184421,2017-06-30,0.2,1,0
19049100,Midtown Pre-War Gem,23431638,Chad,Manhattan,Murray Hill,40.74689,-73.97763,Entire Home/Apt,0.44910179640718567,0.20000000000000004,0.06677265500794913,2019-06-14,1.67,1,40
19049449,Bleecker Street Beauty,19419141,Carole,Brooklyn,Bushwick,40.69293,-73.9221,Private Room,0.14371257485029942,0.20000000000000004,0.0,2019-06-23,0.72,1,0
19049579,Spacious And Sunny 1+ Bedroom,7980049,Colin,Manhattan,Upper West Side,40.7951,-73.96675,Entire Home/Apt,0.4940119760479042,0.1,0.012718600953895072,2018-08-24,0.33,1,0
19049956,Brooklyn Large Private Bedroom Near Park,132967604,Chris,Brooklyn,Crown Heights,40.66593,-73.95535,Private Room,0.1347305389221557,0.7000000000000001,0.004769475357710652,2017-07-31,0.12,1,0
19050995,2 Bedroom Home In Bedstuy 15 Minutes To Manhattan,56081679,José,Brooklyn,Bedford-Stuyvesant,40.6896,-73.9266,Private Room,0.5988023952095809,0.1,0.003179650238473768,2017-06-20,0.08,1,0
19051760,Bonito Dormitorio 20-25 Minutos Times Square.,132983866,Carmelo,Manhattan,Washington Heights,40.84733,-73.93445,Private Room,0.22455089820359284,0.0,0.1589825119236884,2019-07-06,4.52,1,280
19051802,Sunny Quiet Full Floor E Village,71825402,Chris,Manhattan,East Village,40.72669,-73.98864,Entire Home/Apt,0.8353293413173654,0.1,0.006359300476947536,2018-07-27,0.19,1,0
19052801,Light-Filled 2 Bed 2 Bath 2 Balcony S Williamsburg,89316119,Jennifer,Brooklyn,Williamsburg,40.7102,-73.96024,Entire Home/Apt,0.8982035928143713,0.1,0.0,2019-06-23,0.72,1,0
19054163,Cozy Brooklyn Oasis,133004690,Linda,Brooklyn,Bedford-Stuyvesant,40.68633,-73.93972,Entire Home/Apt,0.23952095808383234,0.0,0.17011128775834658,2019-06-18,4.28,2,240
19054284,Sunny Apt In New York,33195149,Abigail,Brooklyn,Crown Heights,40.6721,-73.96159,Private Room,0.37425149700598803,0.9,0.0,2019-06-23,0.72,1,0
19054683,Fully-Furnished Modern Apartment,97907084,Kim,Bronx,Wakefield,40.90281,-73.85201,Entire Home/Apt,0.08383233532934133,0.0,0.0,2019-06-23,0.72,1,0
19054757,Spaceful Studio In The Heart Of Financial District,133010064,Alena,Manhattan,Financial District,40.70857,-74.01005,Entire Home/Apt,0.4191616766467066,0.1,0.12082670906200318,2019-07-01,3.02,1,0
19055226,Musician'S Getaway + Full Analog Recording Studio,58225,Joshua,Brooklyn,Bedford-Stuyvesant,40.69097,-73.94721,Private Room,0.3023952095808383,0.1,0.014308426073131956,2019-05-13,0.36,1,364
19055440,Brooklyn - Bushwick - Nyc #2,81274648,Ming,Brooklyn,Bushwick,40.69628,-73.93068,Private Room,0.1287425149700599,0.1,0.11287758346581876,2019-06-22,2.8,4,90
19056511,"Bright And Comfy, In The Heart Of Harlem",67609111,Gizzelle,Manhattan,Harlem,40.81515,-73.9421,Private Room,0.23952095808383234,0.0,0.0,2019-06-23,0.72,1,0
19056694,Cozy And Sunny Williamsburg Apartment,34466355,Mai,Brooklyn,Williamsburg,40.71122,-73.93946,Entire Home/Apt,0.5089820359281437,0.20000000000000004,0.011128775834658189,2018-01-02,0.28,1,0
19057006,Comfortable Room In Spacious Brooklyn Apartment,85082002,Steven,Brooklyn,Crown Heights,40.66413,-73.95126,Private Room,0.17964071856287425,0.20000000000000004,0.003179650238473768,2017-09-09,0.09,1,0
19057073,Bright Central Designer'S Apt - Steps To Train!,538008,Deren,Brooklyn,Bedford-Stuyvesant,40.68932,-73.94947,Entire Home/Apt,0.37425149700598803,0.4,0.03656597774244833,2019-06-17,0.95,1,1
19057479,Cozy 2Br In Manhattan,10448572,Malen,Manhattan,East Harlem,40.79632,-73.93387,Entire Home/Apt,0.344311377245509,0.20000000000000004,0.01907790143084261,2018-08-06,0.47,1,7
19057791,Location Location - Cozy Room In Time Square,14935858,Goran,Manhattan,Hell'S Kitchen,40.75964,-73.99071,Private Room,0.14670658682634732,0.0,0.06518282988871224,2019-01-12,1.62,2,8
19058675,Experience Upper New York Living,133045826,Mira,Manhattan,Washington Heights,40.84202,-73.94171,Entire Home/Apt,0.32335329341317365,0.6000000000000001,0.006359300476947536,2017-08-15,0.17,1,50
19062809,Sunny Bedroom In Crown Heights,22860779,Ladyshepsa,Brooklyn,Crown Heights,40.66496,-73.93241,Private Room,0.11976047904191617,0.4,0.007949125596184421,2017-08-29,0.21,1,0
19063118,Jfk 10 & Lga 15 Minutes Away A/C Private Bedroom B,22959695,Gurpreet  Singh,Queens,Richmond Hill,40.69502,-73.8252,Private Room,0.14970059880239522,0.0,0.16852146263910972,2018-10-07,4.15,5,0
19064354,Cozy Master Room (Female Only),127784473,Zeyu,Manhattan,Roosevelt Island,40.76548,-73.94675,Private Room,0.16467065868263475,0.9,0.001589825119236884,2017-07-08,0.04,1,0
19066190,Small Bedroom In Brooklyn,52052321,Zedal,Brooklyn,Bedford-Stuyvesant,40.69297,-73.95158,Private Room,0.1377245508982036,0.20000000000000004,0.009538950715421305,2017-09-05,0.24,1,0
19066476,Private Room In Greenwich/West Village Near Soho!,29614678,Sonya,Manhattan,Greenwich Village,40.72951,-73.99997,Private Room,0.44910179640718567,0.1,0.09538950715421304,2019-06-30,2.37,1,125
19067757,12Min To Ny & 10Min Lga/30Min Jfk W/Closet&Heater,100128949,Lisa,Queens,Astoria,40.75539,-73.91311,Private Room,0.11676646706586827,0.0,0.006359300476947536,2019-01-02,0.17,4,136
19068247,Quiet Garden Studio In Bushwick,23991242,Lizzie,Brooklyn,Bushwick,40.68748,-73.90751,Entire Home/Apt,0.29940119760479045,0.1,0.001589825119236884,2019-07-07,1.0,1,99
19069305,"Quiet, Cozy Room Just Across The Brooklyn Museum",10402380,Yuval,Brooklyn,Prospect Heights,40.67245,-73.96358,Private Room,0.14970059880239522,0.0,0.2289348171701113,2019-07-02,5.65,2,0
19069381,Amazing Room In Upper Manhattan,22455812,Alessandro,Manhattan,Harlem,40.80729,-73.94763,Private Room,0.29940119760479045,0.1,0.001589825119236884,2017-07-04,0.04,1,0
19069649,Big Bedroom In The Heart Of Manhattan 6R,133130315,Artem,Manhattan,Hell'S Kitchen,40.76398,-73.986,Private Room,0.2964071856287425,0.20000000000000004,0.01907790143084261,2019-04-28,0.57,6,179
19069726,Greenpoint Gem: Top Floor Like Private Home,38217925,Lily,Brooklyn,Greenpoint,40.73453,-73.95795,Private Room,0.3592814371257485,0.4,0.0,2019-06-23,0.72,2,88
19069900,"Zen, Sunny 1 Br Apt In East Village",1424716,Helene,Manhattan,East Village,40.7242,-73.98209,Entire Home/Apt,0.5239520958083833,0.20000000000000004,0.011128775834658189,2017-12-05,0.3,1,0
19071002,Bk'S Finest Jack&Jill2 Share Neartransportation,50600973,Joyell,Brooklyn,Bushwick,40.6951,-73.92983,Shared Room,0.08682634730538923,0.0,0.1971383147853736,2019-06-18,4.99,7,73
19071374,Artist Room,133147190,Ocean,Brooklyn,Bushwick,40.70114,-73.91763,Private Room,0.2095808383233533,0.1,0.001589825119236884,2017-06-17,0.04,1,179
19072587,Clean Midtown Rooms In Heart Of Nyc,60993452,Charles,Manhattan,Murray Hill,40.74763,-73.97602,Private Room,0.15568862275449102,0.20000000000000004,0.006359300476947536,2017-06-23,0.16,2,0
19072989,Private Room In Modern Loft In Williamsburg,4440278,Emmanuel,Brooklyn,Williamsburg,40.71172,-73.94143,Private Room,0.31437125748503,0.20000000000000004,0.012718600953895072,2019-05-28,0.32,3,179
19073347,"Comfy, Convenient Futon For Solo Traveler",83756656,Richard,Manhattan,Lower East Side,40.71884,-73.99076,Shared Room,0.08682634730538923,0.1,0.033386327503974564,2019-06-04,0.86,1,0
19073356,Luxury Coliving Space In Williamsburg,4440278,Emmanuel,Brooklyn,Williamsburg,40.71189,-73.93881,Private Room,0.3293413173652695,0.20000000000000004,0.004769475357710652,2017-07-30,0.12,3,179
19073637,"Green Renovated Victorian, Central Ac/Radiant Heat",16006197,Lydia,Brooklyn,South Slope,40.66744,-73.98798,Private Room,0.23952095808383234,0.1,0.0794912559618442,2019-07-06,1.98,1,86
19074024,Spacious 5Th Ave - Semi Pvt Bed & Bath,113570467,Rachel,Manhattan,Midtown,40.74842,-73.98542,Shared Room,0.9580838323353293,0.0,0.001589825119236884,2018-09-26,0.1,1,179
19079187,Clean Midtown Rooms In Heart Of Nyc,60993452,Charles,Manhattan,Murray Hill,40.74846,-73.9758,Private Room,0.11976047904191617,0.30000000000000004,0.004769475357710652,2017-06-18,0.12,2,0
19080665,Big Vintage Room With Backyard In Hip Bushwick,7086450,Natalie,Brooklyn,Bushwick,40.69983,-73.91613,Private Room,0.2095808383233533,0.4,0.0,2019-06-23,0.72,1,0
19080983,Convenient Home Near Train Subway & Airports,59089796,Sara,Queens,Richmond Hill,40.70288,-73.81955,Entire Home/Apt,0.31137724550898205,0.1,0.12400635930047696,2019-06-26,3.26,2,65
19081224,Rj'S,133239401,Argelis,Bronx,Bronxdale,40.85168,-73.86659,Entire Home/Apt,0.29940119760479045,0.6000000000000001,0.0,2019-06-23,0.72,1,180
19083269,"Cheap, Private Room In Bushwick! Close To Trains!",4464205,Braden,Brooklyn,Bushwick,40.69446,-73.92486,Private Room,0.11077844311377247,0.1,0.009538950715421305,2017-12-16,0.25,2,0
19083282,纽约干净大房近地铁站,51698646,Ivy,Queens,Sunnyside,40.74242,-73.92597,Private Room,0.11976047904191617,0.9,0.001589825119236884,2018-02-15,0.06,1,2
19083490,I ❤️Ny,35031975,Ej,Manhattan,Hell'S Kitchen,40.75625,-73.99336,Entire Home/Apt,0.6197604790419162,0.0,0.0,2019-06-23,0.72,1,0
19084168,Beautiful Apartment Overlooking Fort Greene Park,6219701,Timothée,Brooklyn,Fort Greene,40.68966,-73.97382,Entire Home/Apt,0.44910179640718567,0.9,0.001589825119236884,2017-07-28,0.04,1,0
19085402,Spacious 1Bdrm In New Luxury Williamsburg Building,133281513,Eda,Brooklyn,Williamsburg,40.71885,-73.95444,Entire Home/Apt,0.5389221556886228,0.0,0.025437201907790145,2019-03-15,0.65,1,0
19085687,"Cozy, Friendly, And 2 Mins From The Subway Station",69442306,Oz,Brooklyn,Prospect-Lefferts Gardens,40.65512,-73.96186,Private Room,0.2694610778443114,0.20000000000000004,0.001589825119236884,2017-06-29,0.04,1,0
19085711,Workspace Room 1,9864136,Anthony,Brooklyn,Bushwick,40.68615,-73.9141,Private Room,0.10778443113772455,0.1,0.011128775834658189,2019-03-01,0.29,26,318
19086281,Private Room In A Renovated Duplex In Bed-Stuy,30168229,Dana,Brooklyn,Bedford-Stuyvesant,40.69369,-73.93454,Private Room,0.23952095808383234,0.1,0.0,2019-06-23,0.72,1,0
19087480,Wake Up To Central Park (Privet Room),133308687,Tony,Manhattan,East Harlem,40.79771,-73.94833,Private Room,0.43413173652694614,0.1,0.1192368839427663,2019-06-23,3.07,1,59
19087695,"★2 Mins To Subway B/Q, Great For Budget Travel★",51380878,Jean Paul,Brooklyn,Flatbush,40.65067,-73.96062,Private Room,0.09880239520958084,0.1,0.11287758346581876,2019-06-18,3.17,2,15
19093551,Studio In Brooklyn,1295284,Sue,Brooklyn,Midwood,40.61402,-73.94467,Entire Home/Apt,0.2095808383233533,0.6000000000000001,0.0,2019-06-23,0.72,1,0
19093789,Majestic Private Bedroom In Williamsburg.,49781652,Cory,Brooklyn,Williamsburg,40.71033,-73.95026,Private Room,0.20059880239520958,0.20000000000000004,0.033386327503974564,2018-12-01,0.86,1,0
19094358,Great Place For A Family Or A Group Of Friends,123974198,Anny,Manhattan,Inwood,40.86665,-73.92695,Entire Home/Apt,0.5239520958083833,0.1,0.011128775834658189,2018-08-26,0.29,1,0
